University of Lagos
University of Ibadan
University of Port Harcourt
Covenant University
University of Nigeria
Obafemi Awolowo University
Ahmadu Bello University
"Federal University, Oye-Ekiti"
University of Benin
Olabisi Onabanjo University
Lagos State University
University of Ilorin
"Federal University of Technology, Akure"
Babcock University
University of Abuja
"Federal University of Agriculture, Abeokuta"
Afe Babalola University
Ladoke Akintola University of Technology
Alex Ekwueme Federal University
"Federal University of Technology, Minna"
Rivers State University
Nnamdi Azikiwe University
University of Jos
"Ekiti State University, Ado Ekiti"
Godfrey Okoye University
Adekunle Ajasin University
Nile University of Nigeria
Bayero University Kano
Thomas Adewumi University
University of Uyo
"Federal University, Lokoja"
"Federal University, Lafia"
Kwara State University
Landmark University
"Federal University of Technology, Owerri"
Edo State University Uzairue
"Delta State University, Abraka"
Redeemer's University
Pan-Atlantic University
Osun State University
American University of Nigeria
Usmanu Danfodio University
Caleb University
Bauchi State University
Mcpherson University
African University of Science and Technology
University of Calabar
Lead City University
University of Maiduguri
Veritas University
"Federal University, Dutsin-Ma"
Abubakar Tafawa Balewa University
Bowen University
"Southwestern University, Nigeria"
Enugu State University of Science and Technology
Ebonyi State University
Michael Okpara University of Agriculture
Federal University of Petroleum Resources
Umaru Musa Yar'Adua University
Baze University
Benson Idahosa University
Nasarawa State University
Chukwuemeka Odumegwu Ojukwu University
Tai Solarin University of Education
Bells University of Technology
Adeleke University
Abia State University
Niger Delta University
University of Medical Sciences
Elizade University
Benue State University
The Technical University
"Fountain University, Osogbo"
Al-Hikmah University
"Federal University, Birnin Kebbi"
Ambrose Alli University
"Federal University, Dutse"
Skyline University Nigeria
Bingham University
Kaduna State University
Prince Abubakar Audu University
"Northwest University, Kano"
Mountain Top University
Akwa Ibom State University
"Modibbo Adama University, Yola"
Taraba State University
Sule Lamido University
Ajayi Crowther University
Igbinedion University Okada
"Anchor University, Lagos"
"Federal University, Otuoke"
Joseph Sarwuan Tarkaa University
"Achievers University, Owo"
"Gregory University, Uturu"
"Madonna University, Nigeria"
Sokoto State University
Ibrahim Badamasi Babangida University
Joseph Ayo Babalola University
Ondo State University of Science and Technology
Kano University of Science and Technology
University of Cross River State
"Dominican University, Ibadan"
Imo State University
"Federal University, Kashere"
Rhema University
"Crescent University, Abeokuta"
"Bamidele Olumilua University of Education, Science and Technology, Ikere-Ekiti"
Crawford University
Edwin Clark University
Gombe State University
Summit University Offa
Novena University
Wesley University of Science and Technology
"Federal University, Gusau"
Kola Daisi University
Glorious Vision University
Kebbi State University of Science and Technology
"Moshood Abiola Polytechnic, Abeokuta"
"Federal University, Wukari"
Adamawa State University
Oduduwa University
University of Africa
Ignatius Ajuru University of Education
Augustine University
Yobe State University
Paul University
"Federal University, Gashua"
Admiralty University of Nigeria
Caritas University
Salem University
Kingsley Ozumba Mbadiwe University
Tansian University
Kings University
Obong University
Plateau State University
"Kwararafa University, Wukari"
Renaissance University
Chrisland University
University of Mkar
"Hallmark University, Ijebu-Itele"
Western Delta University
Coal City University
"Al-Qalam University, Katsina"
Christopher University
Hezekiah University
Mewar International University
Clifford University
"Evangel University, Akaeze"
Atiba University
Ritman University
"Legacy University, Okija"
Arthur Jarvis University
PAMO University of Medical Sciences
Michael and Cecilia Ibru University
Precious Cornerstone University
Eko University of Medical and Health Sciences
"Nigerian Maritime University, Okerenkoko"
Wellspring University
Borno State University
Zamfara State University
Spiritan University Nneochi
Peaceland University Enugu
Karl Kuum University
Gombe State University of Science and Technology
Crown Hill University
